name,type,value,date
4,,172,2019-05-08,
5,,167,2019-05-08,
6,,174,2019-05-08,
7,,174,2019-05-08,
8,,169,2019-05-08,
9,,136,2019-05-08,
10,,196,2019-05-08,
11,,189,2019-05-08,
12,,98,2019-05-08,
13,,134,2019-05-08,
14,,165,2019-05-08,
15,,136,2019-05-08,
16,,98,2019-05-08,
17,,36,2019-05-08,
18,,45,2019-05-08,
19,,23,2019-05-08,
20,,11,2019-05-08,
21,,5,2019-05-08,
22,,7,2019-05-08,
23,,25,2019-05-08,
0,,38,2019-05-09,
1,,196,2019-05-09,
2,,206,2019-05-09,
3,,226,2019-05-09,
4,,172,2019-05-09,
5,,167,2019-05-09,
6,,174,2019-05-09,
7,,174,2019-05-09,
8,,169,2019-05-09,
9,,136,2019-05-09,
10,,196,2019-05-09,
11,,189,2019-05-09,
12,,98,2019-05-09,
13,,135,2019-05-09,
14,,165,2019-05-09,
15,,136,2019-05-09,
16,,98,2019-05-09,
17,,36,2019-05-09,
18,,45,2019-05-09,
19,,23,2019-05-09,
20,,11,2019-05-09,
21,,5,2019-05-09,
22,,7,2019-05-09,
23,,25,2019-05-09,
0,,38,2019-05-10,
1,,196,2019-05-10,
2,,206,2019-05-10,
3,,226,2019-05-10,
4,,172,2019-05-10,
5,,167,2019-05-10,
6,,174,2019-05-10,
7,,174,2019-05-10,
8,,169,2019-05-10,
9,,136,2019-05-10,
10,,196,2019-05-10,
11,,189,2019-05-10,
12,,99,2019-05-10,
13,,135,2019-05-10,
14,,165,2019-05-10,
15,,136,2019-05-10,
16,,98,2019-05-10,
17,,36,2019-05-10,
18,,45,2019-05-10,
19,,23,2019-05-10,
20,,11,2019-05-10,
21,,5,2019-05-10,
22,,9,2019-05-10,
23,,25,2019-05-10,
0,,38,2019-05-11,
1,,196,2019-05-11,
2,,206,2019-05-11,
3,,226,2019-05-11,
4,,172,2019-05-11,
5,,167,2019-05-11,
6,,174,2019-05-11,
7,,174,2019-05-11,
8,,169,2019-05-11,
9,,136,2019-05-11,
10,,196,2019-05-11,
11,,189,2019-05-11,
12,,99,2019-05-11,
13,,135,2019-05-11,
14,,165,2019-05-11,
15,,136,2019-05-11,
16,,98,2019-05-11,
17,,36,2019-05-11,
18,,45,2019-05-11,
19,,23,2019-05-11,
20,,11,2019-05-11,
21,,5,2019-05-11,
22,,9,2019-05-11,
23,,25,2019-05-11,
0,,38,2019-05-12,
1,,196,2019-05-12,
2,,206,2019-05-12,
3,,226,2019-05-12,
4,,172,2019-05-12,
5,,167,2019-05-12,
6,,174,2019-05-12,
7,,174,2019-05-12,
8,,169,2019-05-12,
9,,136,2019-05-12,
10,,196,2019-05-12,
11,,189,2019-05-12,
12,,99,2019-05-12,
13,,135,2019-05-12,
14,,165,2019-05-12,
15,,136,2019-05-12,
16,,98,2019-05-12,
17,,36,2019-05-12,
18,,45,2019-05-12,
19,,23,2019-05-12,
20,,11,2019-05-12,
21,,5,2019-05-12,
22,,9,2019-05-12,
23,,25,2019-05-12,
0,,38,2019-05-13,
1,,196,2019-05-13,
2,,207,2019-05-13,
3,,226,2019-05-13,
4,,172,2019-05-13,
5,,168,2019-05-13,
6,,174,2019-05-13,
7,,174,2019-05-13,
8,,169,2019-05-13,
9,,136,2019-05-13,
10,,196,2019-05-13,
11,,189,2019-05-13,
12,,99,2019-05-13,
13,,135,2019-05-13,
14,,165,2019-05-13,
15,,136,2019-05-13,
16,,98,2019-05-13,
17,,36,2019-05-13,
18,,45,2019-05-13,
19,,23,2019-05-13,
20,,11,2019-05-13,
21,,5,2019-05-13,
22,,9,2019-05-13,
23,,25,2019-05-13,
0,,38,2019-05-14,
1,,196,2019-05-14,
2,,207,2019-05-14,
3,,226,2019-05-14,
4,,172,2019-05-14,
5,,168,2019-05-14,
6,,174,2019-05-14,
7,,174,2019-05-14,
8,,169,2019-05-14,
9,,136,2019-05-14,
10,,196,2019-05-14,
11,,189,2019-05-14,
12,,99,2019-05-14,
13,,135,2019-05-14,
14,,165,2019-05-14,
15,,136,2019-05-14,
16,,98,2019-05-14,
17,,36,2019-05-14,
18,,45,2019-05-14,
19,,23,2019-05-14,
20,,11,2019-05-14,
21,,5,2019-05-14,
22,,10,2019-05-14,
23,,25,2019-05-14,
0,,38,2019-05-15,
1,,196,2019-05-15,
2,,207,2019-05-15,
3,,227,2019-05-15,
4,,172,2019-05-15,
5,,168,2019-05-15,
6,,174,2019-05-15,
7,,174,2019-05-15,
8,,169,2019-05-15,
9,,136,2019-05-15,
10,,196,2019-05-15,
11,,189,2019-05-15,
12,,99,2019-05-15,
13,,135,2019-05-15,
14,,165,2019-05-15,
15,,136,2019-05-15,
16,,98,2019-05-15,
17,,36,2019-05-15,
18,,45,2019-05-15,
19,,23,2019-05-15,
20,,11,2019-05-15,
21,,5,2019-05-15,
22,,10,2019-05-15,
23,,25,2019-05-15,
0,,38,2019-05-16,
1,,196,2019-05-16,
2,,207,2019-05-16,
3,,227,2019-05-16,
4,,172,2019-05-16,
5,,168,2019-05-16,
6,,174,2019-05-16,
7,,174,2019-05-16,
8,,169,2019-05-16,
9,,136,2019-05-16,
10,,196,2019-05-16,
11,,189,2019-05-16,
12,,99,2019-05-16,
13,,135,2019-05-16,
14,,165,2019-05-16,
15,,136,2019-05-16,
16,,98,2019-05-16,
17,,36,2019-05-16,
18,,45,2019-05-16,
19,,23,2019-05-16,
20,,11,2019-05-16,
21,,5,2019-05-16,
22,,10,2019-05-16,
23,,25,2019-05-16,
0,,38,2019-05-17,
1,,196,2019-05-17,
2,,207,2019-05-17,
3,,227,2019-05-17,
4,,172,2019-05-17,
5,,168,2019-05-17,
6,,174,2019-05-17,
7,,174,2019-05-17,
8,,169,2019-05-17,
9,,136,2019-05-17,
10,,196,2019-05-17,
11,,189,2019-05-17,
12,,99,2019-05-17,
13,,135,2019-05-17,
14,,165,2019-05-17,
15,,136,2019-05-17,
16,,98,2019-05-17,
17,,36,2019-05-17,
18,,45,2019-05-17,
19,,23,2019-05-17,
20,,11,2019-05-17,
21,,5,2019-05-17,
22,,10,2019-05-17,
23,,25,2019-05-17,
0,,38,2019-05-18,
1,,196,2019-05-18,
2,,207,2019-05-18,
3,,227,2019-05-18,
4,,172,2019-05-18,
5,,168,2019-05-18,
6,,174,2019-05-18,
7,,174,2019-05-18,
8,,169,2019-05-18,
9,,136,2019-05-18,
10,,199,2019-05-18,
11,,189,2019-05-18,
12,,99,2019-05-18,
13,,135,2019-05-18,
14,,167,2019-05-18,
15,,136,2019-05-18,
16,,98,2019-05-18,
17,,36,2019-05-18,
18,,45,2019-05-18,
19,,23,2019-05-18,
20,,11,2019-05-18,
21,,5,2019-05-18,
22,,10,2019-05-18,
23,,25,2019-05-18,
0,,38,2019-05-19,
1,,196,2019-05-19,
2,,207,2019-05-19,
3,,227,2019-05-19,
4,,172,2019-05-19,
5,,168,2019-05-19,
6,,174,2019-05-19,
7,,174,2019-05-19,
8,,169,2019-05-19,
9,,136,2019-05-19,
10,,199,2019-05-19,
11,,189,2019-05-19,
12,,99,2019-05-19,
13,,135,2019-05-19,
14,,167,2019-05-19,
15,,136,2019-05-19,
16,,98,2019-05-19,
17,,36,2019-05-19,
18,,45,2019-05-19,
19,,23,2019-05-19,
20,,11,2019-05-19,
21,,5,2019-05-19,
22,,10,2019-05-19,
23,,25,2019-05-19,
0,,38,2019-05-20,
1,,196,2019-05-20,
2,,207,2019-05-20,
3,,227,2019-05-20,
4,,172,2019-05-20,
5,,168,2019-05-20,
6,,174,2019-05-20,
7,,174,2019-05-20,
8,,169,2019-05-20,
9,,136,2019-05-20,
10,,199,2019-05-20,
11,,189,2019-05-20,
12,,99,2019-05-20,
13,,135,2019-05-20,
14,,167,2019-05-20,
15,,136,2019-05-20,
16,,98,2019-05-20,
17,,36,2019-05-20,
18,,45,2019-05-20,
19,,23,2019-05-20,
20,,11,2019-05-20,
21,,5,2019-05-20,
22,,10,2019-05-20,
23,,25,2019-05-20,
0,,38,2019-05-21,
1,,196,2019-05-21,
2,,207,2019-05-21,
3,,227,2019-05-21,
4,,172,2019-05-21,
5,,168,2019-05-21,
6,,174,2019-05-21,
7,,174,2019-05-21,
8,,169,2019-05-21,
9,,136,2019-05-21,
10,,199,2019-05-21,
11,,189,2019-05-21,
12,,99,2019-05-21,
13,,135,2019-05-21,
14,,167,2019-05-21,
15,,136,2019-05-21,
16,,98,2019-05-21,
17,,36,2019-05-21,
18,,45,2019-05-21,
19,,23,2019-05-21,
20,,11,2019-05-21,
21,,5,2019-05-21,
22,,10,2019-05-21,
23,,25,2019-05-21,
0,,38,2019-05-22,
1,,196,2019-05-22,
2,,207,2019-05-22,
3,,228,2019-05-22,
4,,172,2019-05-22,
5,,168,2019-05-22,
6,,174,2019-05-22,
7,,174,2019-05-22,
8,,171,2019-05-22,
9,,136,2019-05-22,
10,,199,2019-05-22,
11,,189,2019-05-22,
12,,99,2019-05-22,
13,,135,2019-05-22,
14,,167,2019-05-22,
15,,136,2019-05-22,
16,,98,2019-05-22,
17,,36,2019-05-22,
18,,45,2019-05-22,
19,,23,2019-05-22,
20,,11,2019-05-22,
21,,5,2019-05-22,
22,,10,2019-05-22,
23,,25,2019-05-22,
0,,38,2019-05-23,
1,,196,2019-05-23,
2,,207,2019-05-23,
3,,228,2019-05-23,
4,,172,2019-05-23,
5,,168,2019-05-23,
6,,174,2019-05-23,
7,,174,2019-05-23,
8,,171,2019-05-23,
9,,136,2019-05-23,
10,,199,2019-05-23,
11,,189,2019-05-23,
12,,99,2019-05-23,
13,,135,2019-05-23,
14,,167,2019-05-23,
15,,136,2019-05-23,
16,,98,2019-05-23,
17,,36,2019-05-23,
18,,45,2019-05-23,
19,,23,2019-05-23,
20,,11,2019-05-23,
21,,5,2019-05-23,
22,,10,2019-05-23,
23,,25,2019-05-23,
0,,39,2019-05-24,
1,,196,2019-05-24,
2,,207,2019-05-24,
3,,228,2019-05-24,
4,,172,2019-05-24,
5,,169,2019-05-24,
6,,174,2019-05-24,
7,,174,2019-05-24,
8,,171,2019-05-24,
9,,136,2019-05-24,
10,,199,2019-05-24,
11,,189,2019-05-24,
12,,99,2019-05-24,
13,,135,2019-05-24,
14,,167,2019-05-24,
15,,136,2019-05-24,
16,,98,2019-05-24,
17,,36,2019-05-24,
18,,45,2019-05-24,
19,,23,2019-05-24,
20,,11,2019-05-24,
21,,5,2019-05-24,
22,,10,2019-05-24,
23,,25,2019-05-24,
0,,39,2019-05-25,
1,,197,2019-05-25,
2,,207,2019-05-25,
3,,228,2019-05-25,
4,,172,2019-05-25,
5,,169,2019-05-25,
6,,174,2019-05-25,
7,,174,2019-05-25,
8,,174,2019-05-25,
9,,136,2019-05-25,
10,,199,2019-05-25,
11,,189,2019-05-25,
12,,99,2019-05-25,
13,,135,2019-05-25,
14,,167,2019-05-25,
15,,136,2019-05-25,
16,,98,2019-05-25,
17,,36,2019-05-25,
18,,45,2019-05-25,
19,,23,2019-05-25,
20,,11,2019-05-25,
21,,5,2019-05-25,
22,,10,2019-05-25,
23,,25,2019-05-25,
0,,39,2019-05-26,
1,,197,2019-05-26,
2,,207,2019-05-26,
3,,228,2019-05-26,
4,,172,2019-05-26,
5,,169,2019-05-26,
6,,174,2019-05-26,
7,,174,2019-05-26,
8,,174,2019-05-26,
9,,136,2019-05-26,
10,,199,2019-05-26,
11,,189,2019-05-26,
12,,99,2019-05-26,
13,,135,2019-05-26,
14,,167,2019-05-26,
15,,136,2019-05-26,
16,,98,2019-05-26,
17,,36,2019-05-26,
18,,45,2019-05-26,
19,,23,2019-05-26,
20,,11,2019-05-26,
21,,5,2019-05-26,
22,,11,2019-05-26,
23,,25,2019-05-26,
0,,39,2019-05-27,
1,,198,2019-05-27,
2,,218,2019-05-27,
3,,234,2019-05-27,
4,,172,2019-05-27,
5,,169,2019-05-27,
6,,174,2019-05-27,
7,,175,2019-05-27,
8,,174,2019-05-27,
9,,136,2019-05-27,
10,,199,2019-05-27,
11,,189,2019-05-27,
12,,99,2019-05-27,
13,,135,2019-05-27,
14,,167,2019-05-27,
15,,136,2019-05-27,
16,,98,2019-05-27,
17,,36,2019-05-27,
18,,45,2019-05-27,
19,,23,2019-05-27,
20,,11,2019-05-27,
21,,5,2019-05-27,
22,,11,2019-05-27,
23,,25,2019-05-27,
0,,39,2019-05-28,
1,,198,2019-05-28,
2,,218,2019-05-28,
3,,234,2019-05-28,
4,,172,2019-05-28,
5,,169,2019-05-28,
6,,174,2019-05-28,
7,,175,2019-05-28,
8,,174,2019-05-28,
9,,136,2019-05-28,
10,,200,2019-05-28,
11,,189,2019-05-28,
12,,101,2019-05-28,
13,,135,2019-05-28,
14,,167,2019-05-28,
15,,136,2019-05-28,
16,,98,2019-05-28,
17,,36,2019-05-28,
18,,45,2019-05-28,
19,,23,2019-05-28,
20,,11,2019-05-28,
21,,5,2019-05-28,
22,,11,2019-05-28,
23,,25,2019-05-28,
0,,39,2019-05-29,
1,,198,2019-05-29,
2,,218,2019-05-29,
3,,234,2019-05-29,
4,,172,2019-05-29,
5,,169,2019-05-29,
6,,174,2019-05-29,
7,,175,2019-05-29,
8,,174,2019-05-29,
9,,136,2019-05-29,
10,,200,2019-05-29,
11,,189,2019-05-29,
12,,101,2019-05-29,
13,,135,2019-05-29,
14,,167,2019-05-29,
15,,136,2019-05-29,
16,,98,2019-05-29,
17,,36,2019-05-29,
18,,45,2019-05-29,
19,,23,2019-05-29,
20,,11,2019-05-29,
21,,9,2019-05-29,
22,,11,2019-05-29,
23,,25,2019-05-29,
0,,39,2019-05-30,
1,,198,2019-05-30,
2,,218,2019-05-30,
3,,234,2019-05-30,
4,,172,2019-05-30,
5,,169,2019-05-30,
6,,174,2019-05-30,
7,,175,2019-05-30,
8,,174,2019-05-30,
9,,136,2019-05-30,
10,,200,2019-05-30,
11,,189,2019-05-30,
12,,101,2019-05-30,
13,,135,2019-05-30,
14,,167,2019-05-30,
15,,136,2019-05-30,
16,,98,2019-05-30,
17,,36,2019-05-30,
18,,45,2019-05-30,
19,,23,2019-05-30,
20,,11,2019-05-30,
21,,9,2019-05-30,
22,,11,2019-05-30,
23,,25,2019-05-30,
0,,39,2019-05-31,
1,,200,2019-05-31,
2,,218,2019-05-31,
3,,235,2019-05-31,
4,,172,2019-05-31,
5,,169,2019-05-31,
6,,174,2019-05-31,
7,,175,2019-05-31,
8,,174,2019-05-31,
9,,136,2019-05-31,
10,,200,2019-05-31,
11,,189,2019-05-31,
12,,101,2019-05-31,
13,,136,2019-05-31,
14,,167,2019-05-31,
15,,136,2019-05-31,
16,,98,2019-05-31,
17,,36,2019-05-31,
18,,45,2019-05-31,
19,,23,2019-05-31,
20,,11,2019-05-31,
21,,9,2019-05-31,
22,,11,2019-05-31,
23,,25,2019-05-31,
0,,39,2019-06-01,
1,,200,2019-06-01,
2,,218,2019-06-01,
3,,236,2019-06-01,
4,,172,2019-06-01,
5,,169,2019-06-01,
6,,174,2019-06-01,
7,,175,2019-06-01,
8,,178,2019-06-01,
9,,136,2019-06-01,
10,,200,2019-06-01,
11,,189,2019-06-01,
12,,101,2019-06-01,
13,,136,2019-06-01,
14,,167,2019-06-01,
15,,136,2019-06-01,
16,,98,2019-06-01,
17,,36,2019-06-01,
18,,45,2019-06-01,
19,,23,2019-06-01,
20,,11,2019-06-01,
21,,9,2019-06-01,
22,,11,2019-06-01,
23,,25,2019-06-01,
0,,39,2019-06-02,
1,,200,2019-06-02,
2,,218,2019-06-02,
3,,236,2019-06-02,
4,,172,2019-06-02,
5,,169,2019-06-02,
6,,174,2019-06-02,
7,,175,2019-06-02,
8,,178,2019-06-02,
9,,136,2019-06-02,
10,,200,2019-06-02,
11,,189,2019-06-02,
12,,101,2019-06-02,
13,,136,2019-06-02,
14,,167,2019-06-02,
15,,136,2019-06-02,
16,,98,2019-06-02,
17,,36,2019-06-02,
18,,45,2019-06-02,
19,,23,2019-06-02,
20,,11,2019-06-02,
21,,9,2019-06-02,
22,,11,2019-06-02,
23,,25,2019-06-02,
0,,39,2019-06-03,
1,,200,2019-06-03,
2,,218,2019-06-03,
3,,236,2019-06-03,
4,,172,2019-06-03,
5,,169,2019-06-03,
6,,174,2019-06-03,
7,,175,2019-06-03,
8,,178,2019-06-03,
9,,136,2019-06-03,
10,,200,2019-06-03,
11,,189,2019-06-03,
12,,101,2019-06-03,
13,,136,2019-06-03,
14,,167,2019-06-03,
15,,136,2019-06-03,
16,,98,2019-06-03,
17,,36,2019-06-03,
18,,45,2019-06-03,
19,,23,2019-06-03,
20,,11,2019-06-03,
21,,9,2019-06-03,
22,,11,2019-06-03,
23,,25,2019-06-03,
0,,39,2019-06-04,
1,,200,2019-06-04,
2,,218,2019-06-04,
3,,236,2019-06-04,
4,,172,2019-06-04,
5,,169,2019-06-04,
6,,174,2019-06-04,
7,,175,2019-06-04,
8,,178,2019-06-04,
9,,136,2019-06-04,
10,,200,2019-06-04,
11,,189,2019-06-04,
12,,101,2019-06-04,
13,,136,2019-06-04,
14,,167,2019-06-04,
15,,136,2019-06-04,
16,,98,2019-06-04,
17,,36,2019-06-04,
18,,45,2019-06-04,
19,,23,2019-06-04,
20,,11,2019-06-04,
21,,9,2019-06-04,
22,,11,2019-06-04,
23,,25,2019-06-04,
0,,39,2019-06-05,
1,,200,2019-06-05,
2,,218,2019-06-05,
3,,236,2019-06-05,
4,,172,2019-06-05,
5,,169,2019-06-05,
6,,174,2019-06-05,
7,,176,2019-06-05,
8,,178,2019-06-05,
9,,139,2019-06-05,
10,,202,2019-06-05,
11,,189,2019-06-05,
12,,101,2019-06-05,
13,,136,2019-06-05,
14,,167,2019-06-05,
15,,136,2019-06-05,
16,,98,2019-06-05,
17,,36,2019-06-05,
18,,45,2019-06-05,
19,,23,2019-06-05,
20,,11,2019-06-05,
21,,9,2019-06-05,
22,,11,2019-06-05,
23,,25,2019-06-05,
0,,39,2019-06-06,
1,,200,2019-06-06,
2,,218,2019-06-06,
3,,236,2019-06-06,
4,,172,2019-06-06,
5,,169,2019-06-06,
6,,174,2019-06-06,
7,,176,2019-06-06,
8,,178,2019-06-06,
9,,139,2019-06-06,
10,,202,2019-06-06,
11,,189,2019-06-06,
12,,101,2019-06-06,
13,,136,2019-06-06,
14,,167,2019-06-06,
15,,136,2019-06-06,
16,,98,2019-06-06,
17,,36,2019-06-06,
18,,45,2019-06-06,
19,,23,2019-06-06,
20,,11,2019-06-06,
21,,9,2019-06-06,
22,,11,2019-06-06,
23,,25,2019-06-06,
0,,39,2019-06-07,
1,,200,2019-06-07,
2,,218,2019-06-07,
3,,236,2019-06-07,
4,,172,2019-06-07,
5,,169,2019-06-07,
6,,174,2019-06-07,
7,,176,2019-06-07,
8,,178,2019-06-07,
9,,139,2019-06-07,
10,,202,2019-06-07,
11,,189,2019-06-07,
12,,101,2019-06-07,
13,,136,2019-06-07,
14,,167,2019-06-07,
15,,136,2019-06-07,
16,,98,2019-06-07,
17,,36,2019-06-07,
18,,45,2019-06-07,
19,,23,2019-06-07,
20,,11,2019-06-07,
21,,9,2019-06-07,
22,,11,2019-06-07,
23,,25,2019-06-07,
0,,39,2019-06-08,
1,,200,2019-06-08,
2,,218,2019-06-08,
3,,236,2019-06-08,
4,,172,2019-06-08,
5,,169,2019-06-08,
6,,174,2019-06-08,
7,,176,2019-06-08,
8,,178,2019-06-08,
9,,139,2019-06-08,
10,,202,2019-06-08,
11,,189,2019-06-08,
12,,101,2019-06-08,
13,,136,2019-06-08,
14,,167,2019-06-08,
15,,136,2019-06-08,
16,,98,2019-06-08,
17,,36,2019-06-08,
18,,45,2019-06-08,
19,,23,2019-06-08,
20,,11,2019-06-08,
21,,9,2019-06-08,
22,,11,2019-06-08,
23,,25,2019-06-08,
0,,39,2019-06-09,
1,,200,2019-06-09,
2,,218,2019-06-09,
3,,236,2019-06-09,
4,,172,2019-06-09,
5,,169,2019-06-09,
6,,174,2019-06-09,
7,,176,2019-06-09,
8,,178,2019-06-09,
9,,139,2019-06-09,
10,,202,2019-06-09,
11,,189,2019-06-09,
12,,101,2019-06-09,
13,,136,2019-06-09,
14,,167,2019-06-09,
15,,136,2019-06-09,
16,,98,2019-06-09,
17,,36,2019-06-09,
18,,45,2019-06-09,
19,,23,2019-06-09,
20,,11,2019-06-09,
21,,9,2019-06-09,
22,,11,2019-06-09,
23,,25,2019-06-09,
0,,39,2019-06-10,
1,,200,2019-06-10,
2,,218,2019-06-10,
3,,236,2019-06-10,
4,,172,2019-06-10,
5,,169,2019-06-10,
6,,174,2019-06-10,
7,,176,2019-06-10,
8,,178,2019-06-10,
9,,139,2019-06-10,
10,,202,2019-06-10,
11,,189,2019-06-10,
12,,101,2019-06-10,
13,,136,2019-06-10,
14,,167,2019-06-10,
15,,136,2019-06-10,
16,,98,2019-06-10,
17,,36,2019-06-10,
18,,45,2019-06-10,
19,,23,2019-06-10,
20,,11,2019-06-10,
21,,9,2019-06-10,
22,,11,2019-06-10,
23,,25,2019-06-10,
0,,39,2019-06-11,
1,,200,2019-06-11,
2,,218,2019-06-11,
3,,236,2019-06-11,
4,,172,2019-06-11,
5,,169,2019-06-11,
6,,175,2019-06-11,
7,,177,2019-06-11,
8,,187,2019-06-11,
9,,139,2019-06-11,
10,,202,2019-06-11,
11,,189,2019-06-11,
12,,101,2019-06-11,
13,,136,2019-06-11,
14,,167,2019-06-11,
15,,136,2019-06-11,
16,,98,2019-06-11,
17,,36,2019-06-11,
18,,45,2019-06-11,
19,,23,2019-06-11,
20,,11,2019-06-11,
21,,9,2019-06-11,
22,,11,2019-06-11,
23,,25,2019-06-11,
0,,39,2019-06-12,
1,,200,2019-06-12,
2,,218,2019-06-12,
3,,236,2019-06-12,
4,,172,2019-06-12,
5,,169,2019-06-12,
6,,175,2019-06-12,
7,,177,2019-06-12,
8,,187,2019-06-12,
9,,139,2019-06-12,
10,,202,2019-06-12,
11,,189,2019-06-12,
12,,101,2019-06-12,
13,,136,2019-06-12,
14,,167,2019-06-12,
15,,136,2019-06-12,
16,,98,2019-06-12,
17,,36,2019-06-12,
18,,45,2019-06-12,
19,,23,2019-06-12,
20,,11,2019-06-12,
21,,9,2019-06-12,
22,,11,2019-06-12,
23,,25,2019-06-12,
0,,39,2019-06-13,
1,,200,2019-06-13,
2,,218,2019-06-13,
3,,237,2019-06-13,
4,,172,2019-06-13,
5,,169,2019-06-13,
6,,175,2019-06-13,
7,,177,2019-06-13,
8,,187,2019-06-13,
9,,139,2019-06-13,
10,,202,2019-06-13,
11,,189,2019-06-13,
12,,101,2019-06-13,
13,,136,2019-06-13,
14,,167,2019-06-13,
15,,136,2019-06-13,
16,,98,2019-06-13,
17,,36,2019-06-13,
18,,45,2019-06-13,
19,,23,2019-06-13,
20,,11,2019-06-13,
21,,9,2019-06-13,
22,,11,2019-06-13,
23,,25,2019-06-13,
0,,39,2019-06-14,
1,,200,2019-06-14,
2,,218,2019-06-14,
3,,237,2019-06-14,
4,,172,2019-06-14,
5,,169,2019-06-14,
6,,175,2019-06-14,
7,,177,2019-06-14,
8,,187,2019-06-14,
9,,139,2019-06-14,
10,,202,2019-06-14,
11,,189,2019-06-14,
12,,102,2019-06-14,
13,,136,2019-06-14,
14,,167,2019-06-14,
15,,136,2019-06-14,
16,,98,2019-06-14,
17,,36,2019-06-14,
18,,45,2019-06-14,
19,,23,2019-06-14,
20,,11,2019-06-14,
21,,9,2019-06-14,
22,,11,2019-06-14,
23,,25,2019-06-14,
0,,39,2019-06-15,
1,,200,2019-06-15,
2,,218,2019-06-15,
3,,237,2019-06-15,
4,,172,2019-06-15,
5,,169,2019-06-15,
6,,175,2019-06-15,
7,,177,2019-06-15,
8,,187,2019-06-15,
9,,139,2019-06-15,
10,,202,2019-06-15,
11,,189,2019-06-15,
12,,102,2019-06-15,
13,,136,2019-06-15,
14,,167,2019-06-15,
15,,136,2019-06-15,
16,,98,2019-06-15,
17,,36,2019-06-15,
18,,45,2019-06-15,
19,,23,2019-06-15,
20,,11,2019-06-15,
21,,9,2019-06-15,
22,,11,2019-06-15,
23,,25,2019-06-15,
0,,39,2019-06-16,
1,,200,2019-06-16,
2,,218,2019-06-16,
3,,237,2019-06-16,
4,,172,2019-06-16,
5,,169,2019-06-16,
6,,175,2019-06-16,
7,,177,2019-06-16,
8,,187,2019-06-16,
9,,139,2019-06-16,
10,,202,2019-06-16,
11,,189,2019-06-16,
12,,102,2019-06-16,
13,,136,2019-06-16,
14,,167,2019-06-16,
15,,136,2019-06-16,
16,,98,2019-06-16,
17,,36,2019-06-16,
18,,45,2019-06-16,
19,,23,2019-06-16,
20,,11,2019-06-16,
21,,9,2019-06-16,
22,,11,2019-06-16,
23,,25,2019-06-16,
0,,39,2019-06-17,
1,,200,2019-06-17,
2,,218,2019-06-17,
3,,237,2019-06-17,
4,,172,2019-06-17,
5,,169,2019-06-17,
6,,175,2019-06-17,
7,,177,2019-06-17,
8,,187,2019-06-17,
9,,139,2019-06-17,
10,,202,2019-06-17,
11,,189,2019-06-17,
12,,102,2019-06-17,
13,,136,2019-06-17,
14,,167,2019-06-17,
15,,136,2019-06-17,
16,,98,2019-06-17,
17,,36,2019-06-17,
18,,45,2019-06-17,
19,,23,2019-06-17,
20,,11,2019-06-17,
21,,9,2019-06-17,
22,,11,2019-06-17,
23,,25,2019-06-17,
0,,39,2019-06-18,
1,,200,2019-06-18,
2,,218,2019-06-18,
3,,237,2019-06-18,
4,,172,2019-06-18,
5,,169,2019-06-18,
6,,175,2019-06-18,
7,,177,2019-06-18,
8,,187,2019-06-18,
9,,139,2019-06-18,
10,,202,2019-06-18,
11,,189,2019-06-18,
12,,102,2019-06-18,
13,,136,2019-06-18,
14,,167,2019-06-18,
